model_id,source,task_id,grid_id,repetition,axis,role,stage,variant,lineage,label,condition,artifact,initialization_seed,training_seed,head,family,objective_json,masserstein_params_json,ready,history_available,raw_label,model_alias,display_label,display_order,color,line_style,marker,tags_json
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_04__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000248,grid_0017,4,axis-100-3000,frozen_head,frozen_head,P3_staged_overlap,grid_0017__rep_04,"P3 staged + overlap, fine-tuned, frozen head, 100-3000 m/z",axis-100-3000/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_04__frozen_head,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-100-3000),P3_staged_overlap__frozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, frozen head, 100-3000 m/z",48,#DBDB8D,dashed,s,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_00__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000237,grid_0017,0,axis-100-3000,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0017__rep_00,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",axis-100-3000/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_00__unfrozen_head,91154199,32238397,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-100-3000),P3_staged_overlap__unfrozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",49,#DBDB8D,solid,o,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_01__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000240,grid_0017,1,axis-100-3000,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0017__rep_01,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",axis-100-3000/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_01__unfrozen_head,919377028,892754137,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-100-3000),P3_staged_overlap__unfrozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",49,#DBDB8D,solid,o,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_02__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000243,grid_0017,2,axis-100-3000,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0017__rep_02,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",axis-100-3000/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_02__unfrozen_head,2136253289,442265914,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-100-3000),P3_staged_overlap__unfrozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",49,#DBDB8D,solid,o,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_03__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000246,grid_0017,3,axis-100-3000,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0017__rep_03,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",axis-100-3000/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_03__unfrozen_head,276187349,194761695,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-100-3000),P3_staged_overlap__unfrozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",49,#DBDB8D,solid,o,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0017__rep_04__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000249,grid_0017,4,axis-100-3000,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0017__rep_04,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",axis-100-3000/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0017__rep_04__unfrozen_head,1915557887,1927548799,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-100-3000),P3_staged_overlap__unfrozen_head__axis_100_3000,"P3 staged + overlap, fine-tuned, unfrozen head, 100-3000 m/z",49,#DBDB8D,solid,o,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_00__pretrained,metaspace-pretrain-repaired-20260923-01,task_000250,grid_0018,0,axis-100-3000,pretrained,pretrained,P4_joint_rare,grid_0018__rep_00,"P4 joint + rare, pretrained, 100-3000 m/z",axis-100-3000/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_00__pretrained,91154199,32238397,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-100-3000),P4_joint_rare__pretrained__axis_100_3000,"P4 joint + rare, pretrained, 100-3000 m/z",50,#2CA02C,dotted,^,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""pretrained"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_01__pretrained,metaspace-pretrain-repaired-20260923-01,task_000253,grid_0018,1,axis-100-3000,pretrained,pretrained,P4_joint_rare,grid_0018__rep_01,"P4 joint + rare, pretrained, 100-3000 m/z",axis-100-3000/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_01__pretrained,919377028,892754137,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-100-3000),P4_joint_rare__pretrained__axis_100_3000,"P4 joint + rare, pretrained, 100-3000 m/z",50,#2CA02C,dotted,^,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""pretrained"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_02__pretrained,metaspace-pretrain-repaired-20260923-01,task_000256,grid_0018,2,axis-100-3000,pretrained,pretrained,P4_joint_rare,grid_0018__rep_02,"P4 joint + rare, pretrained, 100-3000 m/z",axis-100-3000/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_02__pretrained,2136253289,442265914,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-100-3000),P4_joint_rare__pretrained__axis_100_3000,"P4 joint + rare, pretrained, 100-3000 m/z",50,#2CA02C,dotted,^,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""pretrained"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_03__pretrained,metaspace-pretrain-repaired-20260923-01,task_000259,grid_0018,3,axis-100-3000,pretrained,pretrained,P4_joint_rare,grid_0018__rep_03,"P4 joint + rare, pretrained, 100-3000 m/z",axis-100-3000/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_03__pretrained,276187349,194761695,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-100-3000),P4_joint_rare__pretrained__axis_100_3000,"P4 joint + rare, pretrained, 100-3000 m/z",50,#2CA02C,dotted,^,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""pretrained"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_04__pretrained,metaspace-pretrain-repaired-20260923-01,task_000262,grid_0018,4,axis-100-3000,pretrained,pretrained,P4_joint_rare,grid_0018__rep_04,"P4 joint + rare, pretrained, 100-3000 m/z",axis-100-3000/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_04__pretrained,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-100-3000),P4_joint_rare__pretrained__axis_100_3000,"P4 joint + rare, pretrained, 100-3000 m/z",50,#2CA02C,dotted,^,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""pretrained"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_00__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000251,grid_0018,0,axis-100-3000,frozen_head,frozen_head,P4_joint_rare,grid_0018__rep_00,"P4 joint + rare, fine-tuned, frozen head, 100-3000 m/z",axis-100-3000/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_00__frozen_head,91154199,32238397,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-100-3000),P4_joint_rare__frozen_head__axis_100_3000,"P4 joint + rare, fine-tuned, frozen head, 100-3000 m/z",51,#2CA02C,dashed,s,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""frozen_head"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
metaspace-pretrain-repaired-20260923-01__grid_0018__rep_01__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000254,grid_0018,1,axis-100-3000,frozen_head,frozen_head,P4_joint_rare,grid_0018__rep_01,"P4 joint + rare, fine-tuned, frozen head, 100-3000 m/z",axis-100-3000/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0018__rep_01__frozen_head,919377028,892754137,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-100-3000),P4_joint_rare__frozen_head__axis_100_3000,"P4 joint + rare, fine-tuned, frozen head, 100-3000 m/z",51,#2CA02C,dashed,s,"{""axis"": ""axis-100-3000"", ""components"": ""combined"", ""overlap"": 0, ""rare"": 1, ""role"": ""frozen_head"", ""schedule"": ""joint"", ""variant"": ""P4_joint_rare""}"
